,CASENUM,ATTORNEY,CLMSEX,CLMINSUR,SEATBELT,CLMAGE,LOSS
534,3978,0,1.0,1.0,0.0,47.0,0.077
535,3990,1,1.0,1.0,0.0,3.0,0.843
536,4050,0,1.0,1.0,0.0,11.0,5.515
537,4084,1,0.0,1.0,0.0,7.0,1.305
538,4000,0,1.0,1.0,0.0,,3.51
539,4005,0,0.0,1.0,0.0,9.0,8.08
540,4030,1,0.0,1.0,0.0,31.0,3.035
541,4040,1,0.0,0.0,0.0,5.0,0.656
542,4044,1,0.0,1.0,0.0,56.0,3.01
543,4047,1,0.0,1.0,0.0,44.0,3.666
544,4067,0,0.0,1.0,0.0,34.0,3.394
545,4074,1,1.0,1.0,0.0,49.0,3.76
546,4086,0,1.0,1.0,0.0,,3.09
547,4100,1,1.0,,,0.0,0.91
548,4161,1,0.0,0.0,0.0,43.0,5.083
549,4163,0,1.0,1.0,0.0,64.0,0.948
550,4171,1,0.0,1.0,0.0,,7.438
551,4179,1,0.0,0.0,0.0,16.0,0.83
552,4305,1,0.0,1.0,0.0,19.0,4.781
553,4319,1,1.0,0.0,0.0,3.0,0.579
554,4350,0,1.0,,,,0.5
555,4357,0,1.0,1.0,0.0,34.0,8.4
556,4366,0,0.0,1.0,0.0,58.0,0.895
557,4375,0,0.0,1.0,0.0,30.0,0.565
558,4404,1,0.0,1.0,0.0,57.0,4.996
559,4458,0,1.0,1.0,0.0,,0.105
560,4489,1,1.0,0.0,0.0,14.0,3.804
561,4507,1,1.0,1.0,0.0,11.0,3.754
562,4565,0,1.0,1.0,0.0,,0.06
563,4600,0,1.0,1.0,0.0,4.0,1.883
564,4604,0,1.0,1.0,0.0,37.0,0.5
565,4633,1,0.0,0.0,0.0,19.0,3.04
566,4679,0,1.0,1.0,0.0,39.0,0.0
567,4697,0,1.0,0.0,0.0,40.0,8.406
568,4740,1,0.0,1.0,0.0,54.0,1.077
569,4767,1,0.0,1.0,0.0,5.0,1.737
570,4799,1,0.0,1.0,0.0,16.0,0.091
571,4806,0,1.0,1.0,0.0,44.0,3.313
572,4830,1,0.0,1.0,0.0,3.0,0.6
573,4845,0,0.0,1.0,0.0,9.0,1.691
574,4859,1,1.0,1.0,0.0,49.0,6.371
575,4863,1,0.0,1.0,0.0,70.0,3.706
576,4893,0,0.0,1.0,0.0,10.0,0.305
577,4908,1,1.0,1.0,0.0,15.0,4.554
578,4967,0,0.0,1.0,0.0,7.0,0.778
579,4975,1,0.0,1.0,0.0,,66.689
580,4991,1,1.0,1.0,0.0,8.0,6.047
581,4995,0,0.0,1.0,0.0,30.0,0.384
582,4998,0,1.0,1.0,0.0,10.0,0.107
583,5011,0,1.0,0.0,0.0,,3.361
584,5071,0,1.0,1.0,0.0,63.0,0.184
585,5043,1,0.0,0.0,0.0,36.0,3.175
586,5060,1,1.0,1.0,0.0,17.0,41.434
587,5081,1,1.0,1.0,0.0,70.0,3.78
588,5095,1,1.0,1.0,0.0,,0.536
589,5108,0,1.0,1.0,0.0,30.0,0.83
590,5369,0,1.0,1.0,0.0,6.0,0.1
591,5404,0,1.0,1.0,0.0,11.0,0.546
592,5415,1,1.0,1.0,0.0,38.0,4.977
593,5419,0,0.0,1.0,0.0,8.0,1.99
594,5431,0,1.0,1.0,0.0,43.0,0.007
595,5436,1,0.0,1.0,0.0,31.0,5.55
596,5457,0,1.0,1.0,0.0,70.0,0.108
597,5500,0,0.0,1.0,0.0,60.0,0.073
598,5518,0,1.0,1.0,0.0,9.0,0.55
599,5519,1,1.0,1.0,0.0,37.0,63.361
600,5548,1,0.0,1.0,0.0,50.0,0.935
601,5550,0,1.0,1.0,,19.0,0.015
602,5557,0,1.0,1.0,0.0,13.0,0.15
603,5589,1,1.0,1.0,0.0,8.0,3.005
604,5599,1,1.0,1.0,0.0,11.0,3.6
605,5670,0,1.0,1.0,0.0,,0.114
606,5680,1,0.0,1.0,,50.0,3.041
607,5704,1,1.0,1.0,0.0,4.0,0.655
608,5790,0,0.0,1.0,0.0,0.0,0.15
609,5848,1,1.0,1.0,0.0,9.0,5.5
610,5930,0,0.0,1.0,0.0,33.0,0.596
611,5931,1,0.0,1.0,0.0,,0.199
612,5954,0,0.0,1.0,0.0,30.0,0.03
613,5990,1,0.0,1.0,0.0,16.0,4.94
614,6016,0,1.0,1.0,0.0,,1.64
615,6000,0,1.0,1.0,0.0,0.0,0.407
616,6016,1,1.0,1.0,0.0,39.0,3.47
617,6037,1,1.0,1.0,0.0,36.0,15.766
618,6110,0,0.0,1.0,0.0,83.0,0.38
619,6175,1,0.0,0.0,0.0,7.0,1.815
620,6195,0,1.0,1.0,0.0,41.0,3.043
621,6317,0,0.0,1.0,0.0,38.0,3.787
622,6330,1,0.0,1.0,0.0,1.0,0.89
623,6353,1,1.0,1.0,0.0,67.0,4.109
624,6379,0,0.0,,0.0,10.0,0.558
625,6408,1,1.0,1.0,0.0,71.0,8.708
626,6409,1,0.0,1.0,0.0,73.0,8.108
627,6445,1,1.0,1.0,0.0,40.0,6.337
628,6453,0,1.0,1.0,0.0,48.0,0.058
629,6461,1,0.0,1.0,0.0,7.0,0.33
630,6495,1,1.0,0.0,0.0,,3.635
631,6531,1,0.0,0.0,0.0,50.0,0.01
632,6543,1,1.0,1.0,0.0,1.0,3.404
633,6556,1,1.0,1.0,0.0,37.0,1.851
634,6568,1,1.0,1.0,1.0,10.0,8.053
635,6585,1,0.0,1.0,0.0,95.0,0.08
636,6605,0,1.0,1.0,0.0,0.0,0.175
637,6665,1,0.0,1.0,0.0,44.0,3.9
638,6697,1,0.0,1.0,0.0,31.0,0.155
639,6703,1,0.0,1.0,0.0,10.0,0.135
640,6709,1,0.0,1.0,0.0,44.0,1.645
641,6710,1,0.0,1.0,0.0,45.0,3.9
642,6717,1,0.0,1.0,0.0,30.0,6.808
643,6755,0,1.0,1.0,0.0,10.0,0.041
644,6794,1,0.0,1.0,0.0,,1.905
645,6795,1,0.0,1.0,0.0,17.0,5.118
646,6841,0,1.0,0.0,0.0,10.0,1.64
647,6843,0,1.0,1.0,0.0,70.0,0.06
648,6907,1,0.0,1.0,0.0,7.0,3.436
649,6914,1,1.0,1.0,1.0,10.0,0.936
650,6958,1,0.0,1.0,0.0,1.0,0.035
651,7010,0,0.0,1.0,0.0,33.0,0.393
652,7011,1,1.0,1.0,0.0,0.0,0.116
653,7098,1,0.0,1.0,0.0,34.0,6.57
654,7033,1,0.0,1.0,0.0,43.0,0.405
655,7044,1,1.0,1.0,0.0,,0.935
656,7057,1,0.0,1.0,0.0,35.0,3.36
657,7059,0,1.0,1.0,0.0,43.0,3.498
658,7063,1,0.0,1.0,0.0,14.0,4.479
659,7085,1,1.0,1.0,0.0,10.0,1.406
660,7087,1,1.0,,,,0.3
661,7111,0,1.0,1.0,0.0,41.0,9.16
662,7175,0,1.0,1.0,0.0,0.0,0.005
663,7186,0,1.0,1.0,0.0,47.0,0.5
664,7363,1,0.0,0.0,0.0,31.0,0.738
665,7373,1,0.0,1.0,0.0,39.0,4.308
666,7397,0,0.0,1.0,0.0,,0.075
667,7403,0,0.0,1.0,0.0,,0.133
668,7406,1,1.0,1.0,0.0,39.0,3.086
669,7407,0,1.0,1.0,0.0,60.0,0.064
670,7488,1,0.0,,0.0,49.0,0.7
671,7539,0,1.0,1.0,0.0,55.0,0.03
672,7550,0,1.0,0.0,0.0,33.0,0.0
673,7635,1,1.0,1.0,0.0,41.0,7.013
674,7707,1,1.0,1.0,0.0,33.0,5.467
675,7709,0,1.0,1.0,0.0,39.0,0.831
676,7716,1,0.0,1.0,0.0,,3.906
677,7719,1,0.0,1.0,0.0,43.0,4.41
678,7731,0,0.0,0.0,0.0,48.0,0.855
679,7737,1,1.0,1.0,0.0,48.0,5.449
680,7790,0,1.0,1.0,0.0,19.0,0.553
681,7831,1,1.0,1.0,0.0,9.0,1.803
682,7840,1,1.0,,,34.0,0.945
683,7840,0,0.0,1.0,0.0,16.0,0.175
684,7885,0,1.0,0.0,0.0,19.0,5.4
685,7933,0,0.0,,,,0.004
686,7985,0,1.0,1.0,0.0,80.0,1.613
687,7994,0,1.0,1.0,0.0,43.0,0.31
688,8007,1,0.0,1.0,0.0,13.0,1.915
689,8063,1,1.0,0.0,0.0,11.0,7.407
690,8065,0,0.0,1.0,0.0,5.0,0.315
691,8070,0,1.0,1.0,0.0,15.0,6.795
692,8089,0,1.0,1.0,0.0,50.0,0.946
693,8041,1,1.0,1.0,0.0,,0.305
694,8045,1,0.0,1.0,0.0,19.0,0.348
695,8057,1,0.0,1.0,0.0,40.0,6.479
696,8075,0,1.0,1.0,0.0,11.0,3.78
697,8077,0,0.0,1.0,0.0,,0.4
698,8104,0,0.0,1.0,0.0,60.0,0.1
699,8105,1,1.0,1.0,0.0,43.0,8.49
700,8133,1,1.0,1.0,0.0,41.0,0.801
701,8155,1,0.0,1.0,0.0,49.0,0.33
702,8170,1,1.0,1.0,0.0,40.0,3.57
703,8198,0,1.0,1.0,0.0,0.0,0.05
704,8308,1,1.0,1.0,0.0,10.0,7.079
705,8334,0,0.0,1.0,0.0,5.0,0.15
706,8353,0,1.0,1.0,0.0,,1.01
707,8360,0,1.0,1.0,0.0,45.0,0.9
708,8384,1,1.0,1.0,0.0,37.0,1.805
709,8387,0,0.0,1.0,0.0,57.0,1.019
710,8396,1,0.0,1.0,0.0,15.0,6.119
711,8400,0,1.0,1.0,0.0,40.0,5.967
712,8483,1,1.0,1.0,0.0,9.0,0.707
713,8500,1,0.0,1.0,0.0,,4.395
714,8513,0,1.0,1.0,0.0,58.0,0.354
715,8553,0,0.0,1.0,0.0,13.0,6.979
716,8563,1,1.0,1.0,0.0,30.0,1.105
717,8576,1,0.0,1.0,0.0,18.0,3.065
718,8609,1,1.0,1.0,0.0,55.0,19.934
719,8644,0,1.0,1.0,0.0,33.0,0.781
720,8647,1,1.0,1.0,0.0,17.0,3.737
721,8670,1,0.0,1.0,0.0,34.0,8.706
722,8674,1,0.0,1.0,0.0,,3.545
723,8683,1,0.0,1.0,0.0,17.0,3.055
724,8698,1,1.0,1.0,0.0,7.0,0.15
725,8765,0,0.0,1.0,0.0,44.0,0.763
726,8773,0,0.0,1.0,0.0,36.0,0.053
727,8774,0,0.0,1.0,0.0,10.0,3.974
728,8783,1,0.0,1.0,0.0,9.0,3.1
729,8809,0,0.0,1.0,0.0,11.0,0.5
730,8811,0,0.0,1.0,0.0,0.0,0.05
731,8814,1,0.0,1.0,0.0,30.0,4.014
732,8847,0,0.0,1.0,0.0,,5.01
733,8903,0,0.0,0.0,0.0,11.0,0.3
734,8950,0,1.0,1.0,0.0,17.0,0.069
735,8960,1,0.0,1.0,0.0,0.0,0.014
736,8983,1,0.0,1.0,0.0,13.0,7.936
737,8985,0,1.0,1.0,0.0,88.0,0.703
738,9041,1,0.0,0.0,0.0,78.0,4.115
739,9090,1,0.0,1.0,0.0,6.0,4.076
740,9104,1,1.0,1.0,0.0,70.0,0.035
741,9101,1,1.0,1.0,0.0,30.0,5.01
742,9118,0,1.0,1.0,0.0,8.0,0.401
743,9131,1,1.0,1.0,0.0,40.0,6.674
744,9160,1,1.0,1.0,0.0,40.0,5.091
745,9163,0,0.0,1.0,0.0,8.0,9.004
746,9164,0,0.0,1.0,0.0,69.0,0.48
747,9193,0,1.0,1.0,0.0,,0.848
748,9330,1,0.0,1.0,0.0,38.0,3.004
749,9404,0,0.0,1.0,0.0,36.0,0.009
750,9411,1,1.0,1.0,0.0,4.0,0.191
751,9413,1,1.0,1.0,0.0,,1.0
752,9415,0,1.0,1.0,0.0,39.0,4.095
753,9430,0,0.0,1.0,0.0,15.0,0.16
754,9477,0,1.0,1.0,0.0,,9.436
755,9480,0,0.0,1.0,0.0,80.0,0.703
756,9578,1,1.0,1.0,0.0,53.0,3.04
757,9604,1,0.0,1.0,0.0,39.0,3.741
758,9609,1,0.0,1.0,0.0,40.0,1.073
759,9617,1,0.0,0.0,0.0,30.0,9.909
760,9630,1,1.0,1.0,0.0,38.0,3.055
761,9686,1,0.0,1.0,0.0,0.0,0.4
762,9691,1,0.0,0.0,0.0,45.0,3.305
763,9795,0,0.0,1.0,0.0,60.0,0.0
764,9796,1,1.0,1.0,0.0,9.0,4.614
765,9816,1,0.0,1.0,1.0,30.0,0.077
766,9851,0,0.0,1.0,0.0,0.0,0.065
767,9875,1,1.0,0.0,0.0,18.0,1.817
768,9877,0,1.0,1.0,0.0,,0.115
769,9881,0,1.0,1.0,0.0,40.0,0.969
770,9885,0,0.0,1.0,0.0,,0.614
771,9895,0,1.0,1.0,0.0,43.0,0.166
772,9900,0,0.0,0.0,0.0,,0.138
773,9903,1,0.0,1.0,0.0,,4.395
774,9933,0,1.0,1.0,0.0,6.0,0.109
775,9964,0,1.0,1.0,0.0,19.0,3.777
776,9993,1,0.0,1.0,,,1.364
777,9998,0,1.0,1.0,0.0,6.0,0.046
778,9999,0,1.0,1.0,0.0,38.0,0.155
779,10000,0,1.0,1.0,0.0,,0.0
780,10000,1,1.0,1.0,0.0,40.0,3.993
781,10050,0,0.0,1.0,0.0,3.0,0.084
782,10070,1,1.0,1.0,0.0,9.0,0.68
783,10035,0,1.0,1.0,0.0,,0.894
784,10040,0,1.0,1.0,0.0,,3.975
785,10048,1,0.0,1.0,0.0,15.0,1.035
786,10067,0,1.0,1.0,0.0,19.0,3.858
787,10090,1,0.0,1.0,0.0,50.0,51.146
788,10100,0,0.0,1.0,0.0,,0.15
789,10164,0,0.0,1.0,0.0,,1.053
790,10178,1,0.0,1.0,0.0,37.0,8.77
791,10300,1,0.0,0.0,0.0,,74.776
792,10470,0,1.0,1.0,0.0,10.0,0.5
793,10487,1,0.0,1.0,0.0,6.0,0.53
794,10613,0,1.0,1.0,0.0,33.0,3.365
795,10677,0,0.0,0.0,0.0,49.0,3.763
796,10687,1,1.0,1.0,0.0,9.0,3.386
797,10694,0,1.0,1.0,0.0,69.0,7.61
798,10695,0,1.0,1.0,0.0,8.0,1.354
799,10707,1,1.0,1.0,0.0,17.0,0.0
800,10708,0,0.0,0.0,0.0,41.0,0.457
801,10755,0,1.0,1.0,0.0,8.0,0.108
802,10790,1,1.0,1.0,0.0,11.0,3.713
803,10850,1,0.0,0.0,0.0,5.0,0.97
804,10864,1,1.0,1.0,0.0,47.0,5.004
805,10894,0,1.0,1.0,,,0.005
806,10900,1,1.0,1.0,0.0,50.0,3.348
807,10907,1,0.0,1.0,0.0,16.0,111.405
808,10908,1,1.0,1.0,0.0,,50.0
809,10940,0,0.0,1.0,0.0,0.0,0.055
810,10945,1,1.0,,,47.0,8.053
811,10975,0,1.0,1.0,0.0,38.0,0.701
812,10990,0,1.0,1.0,0.0,16.0,0.16
813,10006,1,0.0,1.0,0.0,8.0,78.767
814,10084,1,0.0,1.0,0.0,73.0,1.715
815,10003,1,0.0,0.0,0.0,40.0,1.55
816,10001,1,1.0,1.0,0.0,41.0,5.995
817,10060,0,0.0,1.0,0.0,48.0,0.39
818,10105,1,1.0,1.0,0.0,7.0,6.0
819,10180,1,1.0,1.0,1.0,0.0,3.089
820,10190,0,0.0,1.0,0.0,40.0,0.31
821,10300,0,1.0,1.0,0.0,16.0,0.6
822,10354,1,1.0,1.0,0.0,44.0,6.4
823,10369,1,0.0,1.0,0.0,,7.018
824,10376,1,0.0,1.0,0.0,,1.799
825,10379,0,1.0,1.0,0.0,17.0,3.186
826,10404,1,1.0,1.0,0.0,64.0,1.87
827,10416,1,0.0,0.0,,13.0,1.065
828,10440,1,0.0,1.0,0.0,30.0,6.967
829,10455,0,1.0,1.0,0.0,6.0,0.488
830,10504,1,1.0,1.0,0.0,34.0,6.057
831,10510,0,0.0,0.0,0.0,37.0,0.544
832,10533,0,1.0,1.0,0.0,43.0,4.088
833,10537,1,1.0,1.0,0.0,10.0,31.005
834,10561,1,1.0,1.0,0.0,48.0,1.05
835,10570,0,1.0,1.0,0.0,30.0,0.3
836,10631,1,1.0,1.0,,40.0,3.505
837,10633,1,1.0,1.0,0.0,44.0,0.486
838,10635,1,0.0,0.0,0.0,8.0,1.807
839,10681,0,0.0,1.0,0.0,,1.0
840,10750,1,0.0,1.0,0.0,6.0,0.133
841,10766,1,1.0,1.0,0.0,45.0,3.65
842,10779,0,0.0,1.0,0.0,7.0,0.03
843,10809,0,1.0,1.0,0.0,,1.4
844,10839,1,0.0,1.0,0.0,49.0,4.378
845,10840,0,1.0,,0.0,11.0,0.4
846,10918,1,0.0,1.0,1.0,11.0,0.906
847,10941,1,0.0,1.0,0.0,10.0,3.371
848,10970,1,0.0,1.0,0.0,30.0,4.37
849,10976,0,1.0,1.0,0.0,,0.75
850,11000,0,0.0,,,31.0,0.439
851,11001,0,1.0,1.0,0.0,4.0,0.135
852,11057,1,0.0,1.0,0.0,15.0,1.0
853,11008,1,0.0,1.0,0.0,84.0,1.43
854,11004,0,0.0,1.0,0.0,,0.138
855,11036,0,1.0,1.0,0.0,11.0,4.506
856,11059,1,1.0,1.0,0.0,48.0,7.196
857,11079,0,0.0,1.0,0.0,40.0,3.15
858,11089,1,0.0,1.0,0.0,11.0,0.646
859,11090,0,1.0,1.0,,35.0,0.87
860,11099,1,1.0,0.0,0.0,55.0,1.769
861,11186,1,1.0,1.0,0.0,,67.697
862,11308,1,0.0,1.0,0.0,33.0,1.337
863,11335,0,1.0,1.0,0.0,14.0,0.175
864,11360,0,1.0,1.0,0.0,7.0,0.431
865,11376,0,1.0,1.0,0.0,11.0,0.66
866,11446,0,1.0,1.0,0.0,30.0,0.3
867,11461,1,1.0,1.0,0.0,33.0,1.0
868,11537,0,0.0,1.0,0.0,,0.07
869,11581,0,0.0,1.0,0.0,53.0,3.839
870,11654,0,1.0,1.0,0.0,45.0,1.45
871,11687,1,0.0,1.0,0.0,33.0,1.985
872,11704,0,0.0,1.0,0.0,,4.434
873,11700,1,1.0,1.0,0.0,40.0,3.6
874,11718,1,1.0,1.0,0.0,,3.915
875,11730,1,1.0,0.0,0.0,11.0,7.999
876,11766,0,0.0,,,38.0,0.318
877,11796,0,0.0,1.0,0.0,37.0,8.075
878,11838,1,0.0,1.0,0.0,0.0,0.09
879,11873,1,1.0,0.0,0.0,3.0,0.051
880,11886,1,0.0,,,1.0,0.3
881,11900,1,0.0,0.0,0.0,,5.57
882,11913,0,1.0,1.0,0.0,6.0,0.886
883,11933,0,1.0,1.0,,53.0,1.675
884,11941,1,1.0,1.0,0.0,43.0,9.849
885,11949,1,1.0,1.0,0.0,11.0,4.115
886,11961,1,0.0,1.0,0.0,30.0,9.685
887,13006,0,0.0,1.0,0.0,77.0,0.05
888,13010,0,1.0,1.0,0.0,16.0,0.07
889,13069,0,1.0,1.0,0.0,0.0,0.015
890,13071,0,0.0,0.0,0.0,40.0,1.988
891,13091,0,1.0,0.0,0.0,9.0,1.431
892,13098,1,1.0,1.0,0.0,6.0,0.576
893,13000,1,0.0,1.0,0.0,50.0,1.061
894,13004,0,0.0,1.0,0.0,,0.99
895,13019,0,0.0,1.0,0.0,16.0,1.8
896,13048,1,0.0,1.0,0.0,16.0,3.74
897,13050,1,1.0,1.0,0.0,70.0,17.404
898,13080,0,1.0,1.0,0.0,70.0,4.637
899,13090,1,0.0,1.0,0.0,8.0,4.01
900,13100,1,1.0,0.0,0.0,10.0,0.709
901,13153,0,1.0,1.0,0.0,9.0,0.405
902,13179,0,,1.0,0.0,50.0,0.8
903,13308,0,0.0,1.0,0.0,44.0,3.434
904,13339,0,1.0,1.0,0.0,34.0,0.795
905,13354,0,0.0,1.0,0.0,,3.33
906,13380,1,0.0,1.0,0.0,,1.645
907,13385,1,0.0,1.0,0.0,39.0,8.815
908,13404,0,1.0,1.0,0.0,6.0,0.4
909,13430,0,1.0,1.0,0.0,,0.54
910,13470,0,1.0,0.0,0.0,10.0,1.001
911,13471,1,0.0,1.0,0.0,14.0,7.185
912,13500,1,0.0,1.0,0.0,34.0,4.5
913,13513,0,1.0,0.0,0.0,43.0,0.088
914,13514,1,0.0,1.0,0.0,10.0,1.073
915,13543,1,1.0,0.0,0.0,19.0,0.83
916,13548,0,0.0,1.0,0.0,56.0,0.647
917,13551,1,0.0,1.0,0.0,44.0,3.685
918,13559,0,1.0,0.0,0.0,47.0,0.698
919,13570,1,1.0,1.0,0.0,6.0,0.05
920,13658,1,,1.0,0.0,17.0,1.039
921,13675,1,1.0,1.0,0.0,10.0,3.049
922,13681,0,1.0,1.0,0.0,,0.5
923,13697,1,1.0,1.0,0.0,51.0,1.11
924,13748,1,1.0,1.0,0.0,30.0,1.1
925,13764,0,1.0,1.0,0.0,18.0,1.86
926,13788,0,1.0,1.0,0.0,7.0,0.379
927,13795,1,1.0,1.0,0.0,33.0,0.054
928,13801,0,1.0,1.0,0.0,50.0,5.873
929,13879,0,1.0,1.0,0.0,18.0,6.198
930,13893,0,1.0,0.0,0.0,46.0,0.075
931,13900,0,1.0,1.0,0.0,6.0,0.036
932,13911,0,0.0,1.0,0.0,,0.043
933,13933,1,0.0,1.0,0.0,44.0,0.835
934,13960,0,1.0,1.0,0.0,40.0,0.3
935,13963,0,1.0,1.0,0.0,10.0,0.405
936,13984,0,1.0,1.0,0.0,34.0,0.404
937,14061,0,1.0,1.0,0.0,,0.038
938,14090,1,1.0,1.0,0.0,9.0,0.07
939,14006,0,1.0,1.0,0.0,31.0,1.486
940,14118,0,0.0,1.0,0.0,53.0,0.0
941,14133,1,0.0,1.0,0.0,,6.938
942,14150,1,1.0,1.0,0.0,8.0,0.1
943,14158,0,1.0,1.0,0.0,,0.1
944,14195,1,0.0,1.0,0.0,54.0,5.0
945,14306,0,0.0,1.0,0.0,18.0,3.365
946,14300,0,0.0,1.0,0.0,,0.58
947,14385,1,1.0,1.0,0.0,60.0,8.68
948,14460,1,0.0,1.0,0.0,4.0,1.445
949,14487,1,1.0,1.0,0.0,,3.081
950,14510,0,0.0,1.0,0.0,9.0,0.3
951,14531,0,1.0,1.0,0.0,19.0,0.05
952,14574,0,0.0,1.0,0.0,10.0,0.059
953,14594,0,1.0,1.0,0.0,13.0,0.456
954,14671,0,1.0,1.0,0.0,8.0,1.805
955,14691,0,1.0,1.0,0.0,55.0,1.901
956,14706,0,0.0,1.0,0.0,,0.75
957,14744,1,0.0,1.0,0.0,34.0,0.495
958,14745,1,0.0,1.0,0.0,38.0,3.735
959,14750,1,1.0,1.0,0.0,39.0,0.31
960,14754,1,1.0,1.0,0.0,10.0,4.878
961,14758,1,1.0,1.0,0.0,40.0,36.147
962,14770,0,1.0,1.0,0.0,45.0,0.35
963,14771,0,1.0,1.0,0.0,6.0,0.608
964,14810,1,,1.0,0.0,8.0,1.365
965,14865,0,0.0,1.0,0.0,49.0,4.714
966,14896,0,1.0,1.0,0.0,,0.315
967,14933,1,1.0,0.0,0.0,,1.931
968,14950,1,0.0,1.0,0.0,15.0,1.465
969,14954,1,0.0,1.0,0.0,14.0,10.869
970,14959,0,0.0,1.0,0.0,11.0,0.5
971,14975,1,0.0,1.0,0.0,68.0,9.008
972,15000,1,1.0,1.0,0.0,40.0,4.108
973,15010,0,1.0,0.0,0.0,8.0,0.15
974,15060,0,1.0,1.0,0.0,30.0,0.501
975,15080,0,1.0,1.0,0.0,39.0,4.8
976,15090,1,0.0,1.0,0.0,8.0,4.996
977,15037,1,0.0,1.0,0.0,49.0,88.71
978,15045,1,1.0,1.0,0.0,48.0,6.067
979,15050,1,0.0,1.0,0.0,7.0,4.995
980,15051,0,1.0,1.0,0.0,6.0,0.757
981,15098,1,0.0,1.0,0.0,1.0,0.1
982,15104,0,0.0,1.0,0.0,,1.0
983,15135,0,0.0,1.0,0.0,51.0,6.001
984,15183,1,1.0,1.0,,19.0,4.009
985,15185,0,0.0,1.0,0.0,39.0,0.3
986,15378,1,0.0,1.0,0.0,15.0,6.59
987,15383,1,0.0,1.0,0.0,8.0,1.39
988,15400,0,1.0,1.0,0.0,39.0,0.784
989,15406,1,0.0,1.0,0.0,1.0,3.108
990,15407,1,1.0,1.0,0.0,43.0,8.49
991,15435,0,1.0,1.0,,17.0,1.065
992,15438,0,0.0,1.0,0.0,9.0,0.5
993,15455,0,1.0,1.0,0.0,30.0,0.631
994,15475,1,1.0,1.0,0.0,6.0,1.105
995,15506,1,0.0,1.0,0.0,19.0,3.77
996,15561,1,0.0,1.0,0.0,48.0,6.144
997,15574,0,0.0,0.0,0.0,,3.065
998,15585,0,0.0,1.0,0.0,,0.356
999,15587,0,1.0,1.0,0.0,15.0,1.09
1000,15601,0,1.0,1.0,0.0,16.0,0.105
1001,15606,1,1.0,1.0,0.0,,0.04
1002,15659,1,1.0,1.0,0.0,15.0,1.766
1003,15680,1,0.0,1.0,0.0,31.0,1.316
1004,15693,1,0.0,1.0,0.0,7.0,1.095
1005,15731,1,0.0,0.0,0.0,40.0,0.6
1006,15760,1,1.0,1.0,0.0,53.0,0.576
1007,15799,0,0.0,1.0,0.0,5.0,0.5
1008,15801,0,0.0,1.0,0.0,63.0,1.985
1009,15805,1,,1.0,0.0,0.0,6.3
1010,15870,0,1.0,1.0,0.0,,0.184
1011,15898,1,1.0,1.0,0.0,55.0,0.06
1012,15901,0,1.0,1.0,0.0,78.0,0.015
1013,16013,1,1.0,1.0,0.0,40.0,1.903
1014,16031,0,0.0,1.0,0.0,7.0,7.18
1015,16070,1,1.0,0.0,0.0,69.0,3.11
1016,16080,1,1.0,1.0,0.0,54.0,7.39
1017,16013,1,0.0,1.0,0.0,9.0,1.908
1018,16088,0,1.0,1.0,0.0,11.0,0.986
1019,16139,0,1.0,1.0,0.0,40.0,3.775
1020,16147,1,1.0,1.0,0.0,36.0,4.303
1021,16170,0,0.0,1.0,0.0,8.0,0.764
1022,16300,0,0.0,1.0,0.0,34.0,0.801
1023,16306,1,1.0,1.0,0.0,,4.0
1024,16315,0,1.0,1.0,0.0,10.0,0.06
1025,16338,1,1.0,1.0,0.0,38.0,3.406
1026,16345,0,1.0,1.0,0.0,41.0,0.494
1027,16347,1,1.0,1.0,0.0,30.0,0.189
1028,16371,0,1.0,1.0,0.0,10.0,0.946
1029,16379,0,1.0,1.0,0.0,30.0,4.488
1030,16383,1,0.0,0.0,0.0,41.0,3.64
1031,16451,1,0.0,1.0,0.0,45.0,8.745
1032,16456,0,0.0,1.0,0.0,41.0,0.18
1033,16506,0,1.0,1.0,0.0,8.0,0.59
1034,16534,1,1.0,1.0,0.0,0.0,0.06
1035,16546,0,0.0,1.0,0.0,10.0,0.663
1036,16561,0,1.0,1.0,0.0,73.0,1.546
1037,16571,0,0.0,1.0,0.0,74.0,1.064
1038,16580,1,1.0,1.0,0.0,17.0,0.036
1039,16603,1,1.0,1.0,0.0,6.0,0.0
1040,16614,0,1.0,1.0,0.0,45.0,1.903
1041,16676,1,0.0,1.0,0.0,58.0,0.31
1042,16677,0,0.0,1.0,0.0,,0.05
1043,16697,1,0.0,1.0,0.0,9.0,3.05
1044,16708,1,1.0,1.0,0.0,48.0,0.87
1045,16738,0,1.0,1.0,0.0,37.0,0.935
1046,16748,0,1.0,1.0,0.0,55.0,0.404
1047,16769,1,0.0,1.0,0.0,5.0,1.475
1048,16773,0,0.0,1.0,0.0,10.0,0.069
1049,16798,0,1.0,1.0,0.0,,0.05
1050,16844,1,0.0,1.0,0.0,47.0,3.675
1051,16869,1,0.0,1.0,0.0,31.0,1.396
1052,16870,1,1.0,1.0,0.0,11.0,4.035
1053,16906,1,1.0,1.0,0.0,58.0,9.485
1054,16908,0,0.0,1.0,0.0,14.0,0.15
1055,16909,1,1.0,1.0,0.0,,0.161
1056,16989,0,0.0,1.0,0.0,49.0,0.095
1057,17039,0,1.0,1.0,0.0,86.0,1.694
1058,17048,1,1.0,1.0,0.0,19.0,1.985
1059,17101,1,0.0,1.0,0.0,,0.974
